AFGHANISTAN;KARACHI;;;
UNITED STATES OF AMERICA;FORTSON;;;
UNITED STATES OF AMERICA;FORTUNA;;;
UNITED STATES OF AMERICA;FRACKVILLE;;;
UNITED STATES OF AMERICA;FREDERICKSBURG;;;
UNITED STATES OF AMERICA;FREMONT;;;
UNITED STATES OF AMERICA;FRESNO;;;
UNITED STATES OF AMERICA;GAINESVILLE;;;
UNITED STATES OF AMERICA;GALESBURG;;;
UNITED STATES OF AMERICA;GARNER;;;
UNITED STATES OF AMERICA;GILLETTE;;;
UNITED STATES OF AMERICA;GILROY;;;
UNITED STATES OF AMERICA;GIRARD;;;
UNITED STATES OF AMERICA;GRAND FORKS;;;
UNITED STATES OF AMERICA;GRAND ISLAND;;;
UNITED STATES OF AMERICA;GRAND JUNCTION;;;
UNITED STATES OF AMERICA;GRAND RAPIDS;;;
UNITED STATES OF AMERICA;GREAT BEND;;;
UNITED STATES OF AMERICA;GREAT FALLS;;;
UNITED STATES OF AMERICA;GREEN BAY;;;
UNITED STATES OF AMERICA;GREENSBORO;;;
UNITED STATES OF AMERICA;GREENSBURG;;;
UNITED STATES OF AMERICA;GREENVILLE;;;
UNITED STATES OF AMERICA;GREENWOOD;;;
UNITED STATES OF AMERICA;GULFPORT;;;
UNITED STATES OF AMERICA;GUYMON;;;
UNITED STATES OF AMERICA;GYPSUM;;;
UNITED STATES OF AMERICA;HAMMOND;;;
UNITED STATES OF AMERICA;HAMMONTON;;;
UNITED STATES OF AMERICA;HANKINSON;;;
UNITED STATES OF AMERICA;HANNIBAL;;;
UNITED STATES OF AMERICA;HARDEEVILLE;;;
UNITED STATES OF AMERICA;HARRISBURG;;;
UNITED STATES OF AMERICA;HARRISON;;;
UNITED STATES OF AMERICA;HARRISONBURG;;;
UNITED STATES OF AMERICA;HARVEY;;;
UNITED STATES OF AMERICA;HATTIESBURG;;;
UNITED STATES OF AMERICA;HAYDEN;;;
UNITED STATES OF AMERICA;HAZARD;;;
UNITED STATES OF AMERICA;HELENA;;;
UNITED STATES OF AMERICA;HENDERSON;;;
UNITED STATES OF AMERICA;HESPERIA;;;
UNITED STATES OF AMERICA;HILO;;;
UNITED STATES OF AMERICA;HOBBS;;;
UNITED STATES OF AMERICA;HOLTSVILLE;;;
UNITED STATES OF AMERICA;HOOPLE;;;
UNITED STATES OF AMERICA;HOPE MILLS;;;
UNITED STATES OF AMERICA;HOPKINSVILLE;;;
UNITED STATES OF AMERICA;HOUMA;;;
UNITED STATES OF AMERICA;HOUSTON;;;
UNITED STATES OF AMERICA;HUGO;;;
UNITED STATES OF AMERICA;HUNKER;;;
UNITED STATES OF AMERICA;HUNTSVILLE;;;
UNITED STATES OF AMERICA;HURON;;;
UNITED STATES OF AMERICA;HURRICANE;;;
UNITED STATES OF AMERICA;IDAHO FALLS;;;
UNITED STATES OF AMERICA;IMPERIAL;;;
UNITED STATES OF AMERICA;INDIANA;;;
UNITED STATES OF AMERICA;INDIANAPOLIS;;;
UNITED STATES OF AMERICA;INDIO;;;
UNITED STATES OF AMERICA;IRVING;;;
UNITED STATES OF AMERICA;JACKSON;;;
UNITED STATES OF AMERICA;JACKSONVILLE;;;
UNITED STATES OF AMERICA;JAMESTOWN;;;
UNITED STATES OF AMERICA;JEFFERSON;;;
UNITED STATES OF AMERICA;JEFFERSON CITY;;;
UNITED STATES OF AMERICA;JOLIET;;;
UNITED STATES OF AMERICA;JONESBORO;;;
UNITED STATES OF AMERICA;JOPLIN;;;
UNITED STATES OF AMERICA;JUNEAU;;;
UNITED STATES OF AMERICA;KAHULUI;;;
UNITED STATES OF AMERICA;KAILUA KONA;;;
UNITED STATES OF AMERICA;KALISPELL;;;
UNITED STATES OF AMERICA;KALKASKA;;;
UNITED STATES OF AMERICA;KANE;;;
UNITED STATES OF AMERICA;KANSAS CITY;;;
UNITED STATES OF AMERICA;KATY;;;
UNITED STATES OF AMERICA;KEARNEY;;;
UNITED STATES OF AMERICA;KENNESAW;;;
UNITED STATES OF AMERICA;KILGORE;;;
UNITED STATES OF AMERICA;KINGMAN;;;
UNITED STATES OF AMERICA;KINGSPORT;;;
UNITED STATES OF AMERICA;KNOXVILLE;;;
UNITED STATES OF AMERICA;LA CROSSE;;;
UNITED STATES OF AMERICA;LA GRANDE;;;
UNITED STATES OF AMERICA;LA VERGNE;;;
UNITED STATES OF AMERICA;LAFAYETTE;;;
UNITED STATES OF AMERICA;LAKE CHARLES;;;
UNITED STATES OF AMERICA;LAKE CITY;;;
UNITED STATES OF AMERICA;LAKELAND;;;
UNITED STATES OF AMERICA;LAKESIDE;;;
UNITED STATES OF AMERICA;LANCASTER;;;
UNITED STATES OF AMERICA;LANSING;;;
UNITED STATES OF AMERICA;LAREDO;;;
UNITED STATES OF AMERICA;LAS CRUCES;;;
UNITED STATES OF AMERICA;LAS VEGAS;;;
UNITED STATES OF AMERICA;LEAGUE CITY;;;
UNITED STATES OF AMERICA;LELAND;;;
UNITED STATES OF AMERICA;LEWISTON;;;
UNITED STATES OF AMERICA;LEWISVILLE;;;
UNITED STATES OF AMERICA;LEXINGTON;;;
UNITED STATES OF AMERICA;LIBERAL;;;
UNITED STATES OF AMERICA;LIHUE;;;
UNITED STATES OF AMERICA;LINCOLN;;;
UNITED STATES OF AMERICA;LINDON;;;
UNITED STATES OF AMERICA;LITTLE ROCK;;;
UNITED STATES OF AMERICA;LIVERMORE;;;
UNITED STATES OF AMERICA;LOGAN;;;
UNITED STATES OF AMERICA;LONGS;;;
UNITED STATES OF AMERICA;LONGVIEW;;;
UNITED STATES OF AMERICA;LOS ANGELES;;;
UNITED STATES OF AMERICA;LOS BANOS;;;
UNITED STATES OF AMERICA;LOUISVILLE;;;
UNITED STATES OF AMERICA;LUBBOCK;;;
UNITED STATES OF AMERICA;LUFKIN;;;
UNITED STATES OF AMERICA;LYBURN;;;
UNITED STATES OF AMERICA;LYNCHBURG;;;
UNITED STATES OF AMERICA;MACOMB;;;
UNITED STATES OF AMERICA;MACON;;;
UNITED STATES OF AMERICA;MADISON;;;
UNITED STATES OF AMERICA;MANASSAS;;;
UNITED STATES OF AMERICA;MANCHESTER;;;
UNITED STATES OF AMERICA;MANSFIELD;;;
UNITED STATES OF AMERICA;MARIANNA;;;
UNITED STATES OF AMERICA;MARION;;;
UNITED STATES OF AMERICA;MARQUETTE;;;
UNITED STATES OF AMERICA;MARSHALL;;;
UNITED STATES OF AMERICA;MARTINEZ;;;
UNITED STATES OF AMERICA;MASON CITY;;;
UNITED STATES OF AMERICA;MAYFIELD;;;
UNITED STATES OF AMERICA;MCDONOUGH;;;
UNITED STATES OF AMERICA;MEBANE;;;
UNITED STATES OF AMERICA;MECHANICSVILLE;;;
UNITED STATES OF AMERICA;MEMPHIS;;;
UNITED STATES OF AMERICA;MERCED;;;
UNITED STATES OF AMERICA;MERIDIAN;;;
UNITED STATES OF AMERICA;METROPOLIS;;;
UNITED STATES OF AMERICA;MIAMI;;;
UNITED STATES OF AMERICA;MIDWAY;;;
UNITED STATES OF AMERICA;MILESBURG;;;
UNITED STATES OF AMERICA;MILFORD;;;
UNITED STATES OF AMERICA;MILWAUKEE;;;
UNITED STATES OF AMERICA;MINNEAPOLIS;;;
UNITED STATES OF AMERICA;MINOT;;;
UNITED STATES OF AMERICA;MISSOULA;;;
UNITED STATES OF AMERICA;MOAB;;;
UNITED STATES OF AMERICA;MOBERLY;;;
UNITED STATES OF AMERICA;MOBILE;;;
UNITED STATES OF AMERICA;MONROE;;;
UNITED STATES OF AMERICA;MONTGOMERY;;;
UNITED STATES OF AMERICA;MORGAN CITY;;;
UNITED STATES OF AMERICA;MOUNT CARMEL;;;
UNITED STATES OF AMERICA;MOUNT PLEASANT;;;
UNITED STATES OF AMERICA;MOUNT STERLING;;;
UNITED STATES OF AMERICA;MOUNT VERNON;;;
UNITED STATES OF AMERICA;MURRIETA;;;
UNITED STATES OF AMERICA;MURRYSVILLE;;;
UNITED STATES OF AMERICA;MYERSVILLE;;;
UNITED STATES OF AMERICA;NASH;;;
UNITED STATES OF AMERICA;NASHVILLE;;;
UNITED STATES OF AMERICA;NATCHEZ;;;
UNITED STATES OF AMERICA;NEDERLAND;;;
UNITED STATES OF AMERICA;NEW IBERIA;;;
UNITED STATES OF AMERICA;NEWINGTON;;;
UNITED STATES OF AMERICA;NEWTON;;;
UNITED STATES OF AMERICA;NILES;;;
UNITED STATES OF AMERICA;NITRO;;;
UNITED STATES OF AMERICA;NORFOLK;;;
UNITED STATES OF AMERICA;NORTH BEND;;;
UNITED STATES OF AMERICA;NORTH MANKATO;;;
UNITED STATES OF AMERICA;NORTH PLATTE;;;
UNITED STATES OF AMERICA;NORTON;;;
UNITED STATES OF AMERICA;NOVI;;;
UNITED STATES OF AMERICA;OAKLAND;;;
UNITED STATES OF AMERICA;OAKWOOD;;;
UNITED STATES OF AMERICA;OAKWOOD VILLAGE;;;
UNITED STATES OF AMERICA;OCALA;;;
UNITED STATES OF AMERICA;OCEAN CITY;;;
UNITED STATES OF AMERICA;ODESSA;;;
UNITED STATES OF AMERICA;OGDEN;;;
UNITED STATES OF AMERICA;OGLESBY;;;
UNITED STATES OF AMERICA;OKLAHOMA CITY;;;
UNITED STATES OF AMERICA;OLATHE;;;
UNITED STATES OF AMERICA;OMAHA;;;
UNITED STATES OF AMERICA;OPELIKA;;;
UNITED STATES OF AMERICA;ORLANDO;;;
UNITED STATES OF AMERICA;OSHKOSH;;;
UNITED STATES OF AMERICA;OWENSBORO;;;
UNITED STATES OF AMERICA;OXFORD;;;
UNITED STATES OF AMERICA;OXNARD;;;
UNITED STATES OF AMERICA;PADUCAH;;;
UNITED STATES OF AMERICA;PALM BAY;;;
UNITED STATES OF AMERICA;PARKERSBURG;;;
UNITED STATES OF AMERICA;PASADENA;;;
UNITED STATES OF AMERICA;PASCO;;;
UNITED STATES OF AMERICA;PASO ROBLES;;;
UNITED STATES OF AMERICA;PENDLETON;;;
UNITED STATES OF AMERICA;PENSACOLA;;;
UNITED STATES OF AMERICA;PERRY;;;
UNITED STATES OF AMERICA;PERRYSBURG;;;
UNITED STATES OF AMERICA;PFLUGERVILLE;;;
UNITED STATES OF AMERICA;PHOENIX;;;
UNITED STATES OF AMERICA;PIERRE;;;
UNITED STATES OF AMERICA;PIKEVILLE;;;
UNITED STATES OF AMERICA;PINEVILLE;;;
UNITED STATES OF AMERICA;PISCATAWAY;;;
UNITED STATES OF AMERICA;PITTSBORO;;;
UNITED STATES OF AMERICA;PITTSTON;;;
UNITED STATES OF AMERICA;PLEASANT GROVE;;;
UNITED STATES OF AMERICA;POCATELLO;;;
UNITED STATES OF AMERICA;POMONA;;;
UNITED STATES OF AMERICA;PORT ANGELES;;;
UNITED STATES OF AMERICA;POSTVILLE;;;
UNITED STATES OF AMERICA;POTEAU;;;
UNITED STATES OF AMERICA;POUGHKEEPSIE;;;
UNITED STATES OF AMERICA;PRAIRIEVILLE;;;
UNITED STATES OF AMERICA;PRINCETON;;;
UNITED STATES OF AMERICA;PRUDHOE BAY;;;
UNITED STATES OF AMERICA;PUEBLO;;;
UNITED STATES OF AMERICA;RALEIGH;;;
UNITED STATES OF AMERICA;RAPID CITY;;;
UNITED STATES OF AMERICA;RAWLINS;;;
UNITED STATES OF AMERICA;REDDING;;;
UNITED STATES OF AMERICA;RENSSELAER;;;
UNITED STATES OF AMERICA;RESACA;;;
UNITED STATES OF AMERICA;RESERVE;;;
UNITED STATES OF AMERICA;RICHLAND;;;
UNITED STATES OF AMERICA;RICHMOND;;;
UNITED STATES OF AMERICA;RIVERSIDE;;;
UNITED STATES OF AMERICA;RIVERTON;;;
UNITED STATES OF AMERICA;RIVERVIEW;;;
UNITED STATES OF AMERICA;ROCHESTER;;;
UNITED STATES OF AMERICA;ROCK FALLS;;;
UNITED STATES OF AMERICA;ROCK HILL;;;
UNITED STATES OF AMERICA;ROCK SPRINGS;;;
UNITED STATES OF AMERICA;ROCKFORD;;;
UNITED STATES OF AMERICA;ROSEDALE;;;
UNITED STATES OF AMERICA;ROSENBERG;;;
UNITED STATES OF AMERICA;ROSEVILLE;;;
UNITED STATES OF AMERICA;RUSSELLVILLE;;;
UNITED STATES OF AMERICA;SACRAMENTO;;;
UNITED STATES OF AMERICA;SAGINAW;;;
UNITED STATES OF AMERICA;SAINT AUGUSTINE;;;
UNITED STATES OF AMERICA;SAINT CLOUD;;;
UNITED STATES OF AMERICA;SAINT JOSEPH;;;
UNITED STATES OF AMERICA;SAINT ROSE;;;
UNITED STATES OF AMERICA;SALIDA;;;
UNITED STATES OF AMERICA;SALINA;;;
UNITED STATES OF AMERICA;SALINAS;;;
UNITED STATES OF AMERICA;SALISBURY;;;
UNITED STATES OF AMERICA;SALT LAKE CITY;;;
UNITED STATES OF AMERICA;SAN ANGELO;;;
UNITED STATES OF AMERICA;SAN ANTONIO;;;
UNITED STATES OF AMERICA;SAN DIEGO;;;
UNITED STATES OF AMERICA;SAN FRANCISCO;;;
UNITED STATES OF AMERICA;SAN LEANDRO;;;
UNITED STATES OF AMERICA;SAN MARTIN;;;
UNITED STATES OF AMERICA;SANTA CLARA;;;
UNITED STATES OF AMERICA;SANTA MARIA;;;
UNITED STATES OF AMERICA;SANTA ROSA;;;
UNITED STATES OF AMERICA;SARASOTA;;;
UNITED STATES OF AMERICA;SCARBOROUGH;;;
UNITED STATES OF AMERICA;SCHOFIELD;;;
UNITED STATES OF AMERICA;SCOTT CITY;;;
UNITED STATES OF AMERICA;SCOTTSBLUFF;;;
UNITED STATES OF AMERICA;SEATTLE;;;
UNITED STATES OF AMERICA;SEDALIA;;;
UNITED STATES OF AMERICA;SEVIERVILLE;;;
UNITED STATES OF AMERICA;SHAKOPEE;;;
UNITED STATES OF AMERICA;SHARONVILLE;;;
UNITED STATES OF AMERICA;SHELBY TOWNSHIP;;;
UNITED STATES OF AMERICA;SHELDON;;;
UNITED STATES OF AMERICA;SHERIDAN;;;
UNITED STATES OF AMERICA;SHINNSTON;;;
UNITED STATES OF AMERICA;SHOW LOW;;;
UNITED STATES OF AMERICA;SILVERTHORNE;;;
UNITED STATES OF AMERICA;SIMPSONVILLE;;;
UNITED STATES OF AMERICA;SIOUX CITY;;;
UNITED STATES OF AMERICA;SIOUX FALLS;;;
UNITED STATES OF AMERICA;SONORA;;;
UNITED STATES OF AMERICA;SOUTH BEND;;;
UNITED STATES OF AMERICA;SPARKS;;;
UNITED STATES OF AMERICA;SPARTANBURG;;;
UNITED STATES OF AMERICA;SPOKANE;;;
UNITED STATES OF AMERICA;SPRINGDALE;;;
UNITED STATES OF AMERICA;SPRINGFIELD;;;
UNITED STATES OF AMERICA;STATE COLLEGE;;;
UNITED STATES OF AMERICA;STATESBORO;;;
UNITED STATES OF AMERICA;STEAMBOAT SPRINGS;;;
UNITED STATES OF AMERICA;STERLING;;;
UNITED STATES OF AMERICA;STOCKTON;;;
UNITED STATES OF AMERICA;STURTEVANT;;;
UNITED STATES OF AMERICA;SULPHUR SPRINGS;;;
UNITED STATES OF AMERICA;SUMMERSVILLE;;;
UNITED STATES OF AMERICA;SUMMERVILLE;;;
UNITED STATES OF AMERICA;SUPERIOR;;;
UNITED STATES OF AMERICA;SYLMAR;;;
UNITED STATES OF AMERICA;SYLVA;;;
UNITED STATES OF AMERICA;SYRACUSE;;;
UNITED STATES OF AMERICA;TARPON SPRINGS;;;
UNITED STATES OF AMERICA;TERRE HAUTE;;;
UNITED STATES OF AMERICA;TEXARKANA;;;
UNITED STATES OF AMERICA;THE DALLES;;;
UNITED STATES OF AMERICA;THOMASVILLE;;;
UNITED STATES OF AMERICA;THREE RIVERS;;;
UNITED STATES OF AMERICA;TOPEKA;;;
UNITED STATES OF AMERICA;TRAVERSE CITY;;;
UNITED STATES OF AMERICA;TROY;;;
UNITED STATES OF AMERICA;TUCSON;;;
UNITED STATES OF AMERICA;TUKWILA;;;
UNITED STATES OF AMERICA;TULARE;;;
UNITED STATES OF AMERICA;TULSA;;;
UNITED STATES OF AMERICA;TURBOTVILLE;;;
UNITED STATES OF AMERICA;TURLOCK;;;
UNITED STATES OF AMERICA;TUSCALOOSA;;;
UNITED STATES OF AMERICA;TUSCUMBIA;;;
UNITED STATES OF AMERICA;TWIN FALLS;;;
UNITED STATES OF AMERICA;TYLER;;;
UNITED STATES OF AMERICA;UPPER MARLBORO;;;
UNITED STATES OF AMERICA;URBANA;;;
UNITED STATES OF AMERICA;VACAVILLE;;;
UNITED STATES OF AMERICA;VALDOSTA;;;
UNITED STATES OF AMERICA;VERNAL;;;
UNITED STATES OF AMERICA;VINCENNES;;;
UNITED STATES OF AMERICA;WACO;;;
UNITED STATES OF AMERICA;WAIPAHU;;;
UNITED STATES OF AMERICA;WALDORF;;;
UNITED STATES OF AMERICA;WALTERBORO;;;
UNITED STATES OF AMERICA;WALTON;;;
UNITED STATES OF AMERICA;WANCHESE;;;
UNITED STATES OF AMERICA;WAREHAM;;;
UNITED STATES OF AMERICA;WARRENTON;;;
UNITED STATES OF AMERICA;WASHINGTON;;;
UNITED STATES OF AMERICA;WASILLA;;;
UNITED STATES OF AMERICA;WAUCONDA;;;
UNITED STATES OF AMERICA;WAUKESHA;;;
UNITED STATES OF AMERICA;WAXAHACHIE;;;
UNITED STATES OF AMERICA;WAYCROSS;;;
UNITED STATES OF AMERICA;WESLACO;;;
UNITED STATES OF AMERICA;WEST BRANCH;;;
UNITED STATES OF AMERICA;WEST BURLINGTON;;;
UNITED STATES OF AMERICA;WEST COLUMBIA;;;
UNITED STATES OF AMERICA;WEST PALM BEACH;;;
UNITED STATES OF AMERICA;WEST SACRAMENTO;;;
UNITED STATES OF AMERICA;WESTFIELD;;;
UNITED STATES OF AMERICA;WESTON;;;
UNITED STATES OF AMERICA;WHITEHALL;;;
UNITED STATES OF AMERICA;WICHITA;;;
UNITED STATES OF AMERICA;WICHITA FALLS;;;
UNITED STATES OF AMERICA;WILLIAMS;;;
UNITED STATES OF AMERICA;WILLIAMSBURG;;;
UNITED STATES OF AMERICA;WILLISTON;;;
UNITED STATES OF AMERICA;WILLITS;;;
UNITED STATES OF AMERICA;WILLMAR;;;
UNITED STATES OF AMERICA;WILLOW SPRINGS;;;
UNITED STATES OF AMERICA;WILLOWS;;;
UNITED STATES OF AMERICA;WINNEMUCCA;;;
UNITED STATES OF AMERICA;WIXOM;;;
UNITED STATES OF AMERICA;WORLAND;;;
UNITED STATES OF AMERICA;YAKIMA;;;
UNITED STATES OF AMERICA;YORKTOWN;;;
UNITED STATES OF AMERICA;YUBA CITY;;;
UNITED STATES OF AMERICA;YUMA;;;
UNITED STATES OF AMERICA;ZANESVILLE;;;
URUGUAY;MONTEVIDEO;;;
VIET NAM;HANOI;;;
YEMEN;AL MUKULLA;;;
YEMEN;HODEIDAH;;;
YEMEN;MAALLA;;;
YEMEN;SANA'A;;;
YEMEN;TAIZ;;;
ZAMBIA;KITWE;;;
ZIMBABWE;BULAWAYO;;;
ZIMBABWE;HARARE;;;